mes_objetivo,cod_filial,pais,canal,segmento,rank_segmento,sku,marca,atc1,tipo_venta,ciclo_vida,precio_lista_usd,descuento_pct,precio_neto,margen_unitario,elasticidad,nivel_estimacion,indice_estacional,aporte_margen_pct,dias_cobertura,unidades_por_vencer,demanda_esperada,prob_aceptacion,riesgo_devolucion,margen_esperado_usd,valor_rescate_usd,objetivo,objetivo_sin_oferta,ganancia_vs_sin_oferta_usd,en_borde_de_soporte,justificativo,id_filial,id_producto
2026-01,CO,Colombia,Distribuidor,C,3.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,70.0,0.8043,0.4889,159.51,219.36,300.9,202.55,98.35,1,"2,517 unidades vencen en menos de 180 días (usd 219 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 301 contra USD 203 sin oferta (+USD 98). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Cadena,A,1.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,206.0,0.7075,0.1061,107.79,553.56,649.91,236.14,413.77,0,"484 unidades vencen en menos de 180 días (usd 554 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 71%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 650 contra USD 236 sin oferta (+USD 414).",6,12
2026-01,CO,Colombia,Farmacia Cadena,A,2.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,99.0,0.7075,0.4889,198.66,273.21,374.75,286.79,87.96,1,"2,517 unidades vencen en menos de 180 días (usd 273 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 71%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 375 contra USD 287 sin oferta (+USD 88). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Cadena,B,1.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,501.0,0.6868,0.1061,253.94,1304.09,1531.08,573.04,958.04,0,"484 unidades vencen en menos de 180 días (usd 1,304 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 69%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 1,531 contra USD 573 sin oferta (+USD 958).",6,12
2026-01,CO,Colombia,Farmacia Cadena,B,2.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,287.0,0.6868,0.4889,561.92,772.78,1060.0,835.6,224.4,1,"2,517 unidades vencen en menos de 180 días (usd 773 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 69%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 1,060 contra USD 836 sin oferta (+USD 224). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Cadena,C,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,155.0,0.8043,0.4889,356.09,489.71,671.72,452.18,219.55,1,"2,517 unidades vencen en menos de 180 días (usd 490 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 672 contra USD 452 sin oferta (+USD 220). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Cadena,C,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00805,53.8,0.0,48.0,0.7778,0.1086,383.61,0.0,341.97,326.36,15.61,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 78%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 342 contra USD 326 sin oferta (+USD 16). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,114
2026-01,CO,Colombia,Farmacia Cadena,C,3.0,ADM-0078,Adium A078,J,Ético (Rx),Madurez,14.21,0.22,11.08,6.72,-1.177,Producto,0.85,0.0044,73.0,52.0,51.0,0.6868,0.3078,234.07,151.78,313.8,286.41,27.39,1,"Está fuera de temporada (índice 0.85), por eso el descuento compensa la menor demanda natural; 52 unidades vencen en menos de 180 días (usd 152 rescatables); elasticidad estimada -1.18 (nivel producto), con margen unitario de usd 6.72 (61% sobre precio neto); probabilidad de aceptación estimada 69%; riesgo de devolución alto (31%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 314 contra USD 286 sin oferta (+USD 27). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,78
2026-01,CO,Colombia,Farmacia Cadena,C,4.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,66.0,0.7778,0.1061,38.06,195.48,229.51,75.85,153.66,0,"484 unidades vencen en menos de 180 días (usd 195 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 78%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 230 contra USD 76 sin oferta (+USD 154).",6,12
2026-01,CO,Colombia,Farmacia Independiente,A,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,456.0,0.7481,0.4889,972.73,1337.74,1834.95,1328.04,506.91,1,"2,517 unidades vencen en menos de 180 días (usd 1,338 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 1,835 contra USD 1,328 sin oferta (+USD 507). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Independiente,A,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00805,53.8,0.0,41.0,0.8043,0.1086,340.02,0.0,303.11,279.74,23.37,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 303 contra USD 280 sin oferta (+USD 23). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,114
2026-01,CO,Colombia,Farmacia Independiente,A,3.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,63.0,0.7481,0.1061,34.95,179.5,210.75,72.42,138.33,0,"484 unidades vencen en menos de 180 días (usd 180 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 211 contra USD 72 sin oferta (+USD 138).",6,12
2026-01,CO,Colombia,Farmacia Independiente,A,4.0,ADM-0078,Adium A078,J,Ético (Rx),Madurez,14.21,0.22,11.08,6.72,-1.177,Producto,0.85,0.0044,73.0,52.0,33.0,0.6868,0.3078,154.67,100.29,207.36,189.26,18.1,1,"Está fuera de temporada (índice 0.85), por eso el descuento compensa la menor demanda natural; 52 unidades vencen en menos de 180 días (usd 100 rescatables); elasticidad estimada -1.18 (nivel producto), con margen unitario de usd 6.72 (61% sobre precio neto); probabilidad de aceptación estimada 69%; riesgo de devolución alto (31%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 207 contra USD 189 sin oferta (+USD 18). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,78
2026-01,CO,Colombia,Farmacia Independiente,B,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,85.0,0.7075,0.4889,171.2,235.44,322.95,247.15,75.8,1,"2,517 unidades vencen en menos de 180 días (usd 235 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 71%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 323 contra USD 247 sin oferta (+USD 76). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Independiente,B,2.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,38.0,0.7075,0.1061,19.86,101.99,119.74,43.51,76.23,0,"484 unidades vencen en menos de 180 días (usd 102 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 71%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 120 contra USD 44 sin oferta (+USD 76).",6,12
2026-01,CO,Colombia,Farmacia Independiente,B,3.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00805,53.8,0.0,11.0,0.7481,0.1086,84.33,0.0,75.18,74.6,0.58,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 75 contra USD 75 sin oferta (+USD 1). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,114
2026-01,CO,Colombia,Farmacia Independiente,C,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,79.0,0.8043,0.4889,180.48,248.21,340.46,229.19,111.28,1,"2,517 unidades vencen en menos de 180 días (usd 248 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 340 contra USD 229 sin oferta (+USD 111). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Farmacia Independiente,C,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00805,53.8,0.0,21.0,0.8571,0.1086,187.22,0.0,166.9,144.53,22.36,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 167 contra USD 145 sin oferta (+USD 22). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,114
2026-01,CO,Colombia,Farmacia Independiente,C,3.0,ADM-0012,Adium M012,C,Ético (Rx),Madurez,5.66,0.2,4.53,0.74,-1.821,Producto,1.0,0.00117,79.0,484.0,37.0,0.8043,0.1061,21.83,112.13,131.65,42.08,89.58,0,"484 unidades vencen en menos de 180 días (usd 112 rescatables); elasticidad estimada -1.82 (nivel producto), con margen unitario de usd 0.74 (16% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (11%). El 20% maximiza el margen esperado neto: USD 132 contra USD 42 sin oferta (+USD 90).",6,12
2026-01,CO,Colombia,Institucional,B,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,16.0,0.7075,0.4889,31.32,43.08,59.09,45.22,13.87,1,"2,517 unidades vencen en menos de 180 días (usd 43 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 71%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 59 contra USD 45 sin oferta (+USD 14). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,CO,Colombia,Institucional,C,1.0,ADM-0043,Adium R043,A,Ético (Rx),Madurez,8.68,0.22,6.77,2.85,-0.983,Producto,1.02,0.00891,82.0,2517.0,45.0,0.8043,0.4889,103.41,142.22,195.08,131.32,63.76,1,"2,517 unidades vencen en menos de 180 días (usd 142 rescatables); elasticidad estimada -0.98 (nivel producto), con margen unitario de usd 2.85 (42% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución alto (49%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 22% maximiza el margen esperado neto: USD 195 contra USD 131 sin oferta (+USD 64). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",6,43
2026-01,EC,Ecuador,Distribuidor,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,196.0,0.8043,0.1098,516.87,410.44,870.57,463.23,407.34,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 410 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 871 contra USD 463 sin oferta (+USD 407). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,EC,Ecuador,Distribuidor,C,2.0,ADM-0073,Adium V073,N,Ético (Rx),Crecimiento,8.44,0.06,7.93,1.32,-2.305,Producto,1.05,0.00203,41.0,1445.0,113.0,0.4568,0.2241,68.11,340.12,392.96,141.98,250.98,0,"1,445 unidades vencen en menos de 180 días (usd 340 rescatables); elasticidad estimada -2.30 (nivel producto), con margen unitario de usd 1.32 (17% sobre precio neto); probabilidad de aceptación estimada 46%; riesgo de devolución alto (22%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 6% maximiza el margen esperado neto: USD 393 contra USD 142 sin oferta (+USD 251).",7,73
2026-01,EC,Ecuador,Distribuidor,C,3.0,ADM-0064,Adium M064,N,Ético (Rx),Madurez,7.08,0.22,5.52,2.51,-1.709,Producto,1.05,0.00234,62.8,543.0,53.0,0.8043,0.089,107.62,128.94,226.98,132.28,94.7,1,"543 unidades vencen en menos de 180 días (usd 129 rescatables); elasticidad estimada -1.71 (nivel producto), con margen unitario de usd 2.51 (45% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 227 contra USD 132 sin oferta (+USD 95). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,64
2026-01,EC,Ecuador,Distribuidor,C,4.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.0086,89.3,0.0,24.0,0.7481,0.1071,187.11,0.0,167.07,165.71,1.36,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 167 contra USD 166 sin oferta (+USD 1). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,114
2026-01,EC,Ecuador,Farmacia Cadena,B,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,519.0,0.7481,0.1098,1275.69,1013.0,2148.67,1229.23,919.44,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 1,013 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 2,149 contra USD 1,229 sin oferta (+USD 919). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,EC,Ecuador,Farmacia Cadena,B,2.0,ADM-0073,Adium V073,N,Ético (Rx),Crecimiento,8.44,0.06,7.93,1.32,-2.305,Producto,1.05,0.00203,41.0,1445.0,140.0,0.3889,0.2241,71.83,358.71,414.44,175.9,238.55,0,"1,445 unidades vencen en menos de 180 días (usd 359 rescatables); elasticidad estimada -2.30 (nivel producto), con margen unitario de usd 1.32 (17% sobre precio neto); probabilidad de aceptación estimada 39%; riesgo de devolución alto (22%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 6% maximiza el margen esperado neto: USD 414 contra USD 176 sin oferta (+USD 239).",7,73
2026-01,EC,Ecuador,Farmacia Cadena,B,3.0,ADM-0064,Adium M064,N,Ético (Rx),Madurez,7.08,0.22,5.52,2.51,-1.709,Producto,1.05,0.00234,62.8,543.0,47.0,0.7481,0.089,89.08,106.73,187.88,117.72,70.16,1,"543 unidades vencen en menos de 180 días (usd 107 rescatables); elasticidad estimada -1.71 (nivel producto), con margen unitario de usd 2.51 (45% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 188 contra USD 118 sin oferta (+USD 70). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,64
2026-01,EC,Ecuador,Farmacia Cadena,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,105.0,0.7481,0.1098,258.44,205.22,435.29,249.02,186.27,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 205 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 435 contra USD 249 sin oferta (+USD 186). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,EC,Ecuador,Farmacia Cadena,C,2.0,ADM-0073,Adium V073,N,Ético (Rx),Crecimiento,8.44,0.06,7.93,1.32,-2.305,Producto,1.05,0.00203,41.0,1445.0,22.0,0.3889,0.2241,11.58,57.81,66.79,28.35,38.44,0,"1,445 unidades vencen en menos de 180 días (usd 58 rescatables); elasticidad estimada -2.30 (nivel producto), con margen unitario de usd 1.32 (17% sobre precio neto); probabilidad de aceptación estimada 39%; riesgo de devolución alto (22%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 6% maximiza el margen esperado neto: USD 67 contra USD 28 sin oferta (+USD 38).",7,73
2026-01,EC,Ecuador,Farmacia Independiente,A,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,229.0,0.8043,0.1098,605.54,480.85,1019.93,542.71,477.22,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 481 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 1,020 contra USD 543 sin oferta (+USD 477). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,EC,Ecuador,Farmacia Independiente,B,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,129.0,0.7481,0.1098,317.35,252.0,534.52,305.79,228.73,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 252 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 535 contra USD 306 sin oferta (+USD 229). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,EC,Ecuador,Farmacia Independiente,B,2.0,ADM-0073,Adium V073,N,Ético (Rx),Crecimiento,8.44,0.06,7.93,1.32,-2.305,Producto,1.05,0.00203,41.0,1445.0,63.0,0.3889,0.2241,32.25,161.08,186.1,78.98,107.12,0,"1,445 unidades vencen en menos de 180 días (usd 161 rescatables); elasticidad estimada -2.30 (nivel producto), con margen unitario de usd 1.32 (17% sobre precio neto); probabilidad de aceptación estimada 39%; riesgo de devolución alto (22%): condicionar la oferta a que el cliente no supere su cobertura objetivo. El 6% maximiza el margen esperado neto: USD 186 contra USD 79 sin oferta (+USD 107).",7,73
2026-01,EC,Ecuador,Farmacia Independiente,B,3.0,ADM-0064,Adium M064,N,Ético (Rx),Madurez,7.08,0.22,5.52,2.51,-1.709,Producto,1.05,0.00234,62.8,543.0,37.0,0.7481,0.089,68.97,82.63,145.45,91.14,54.31,1,"543 unidades vencen en menos de 180 días (usd 83 rescatables); elasticidad estimada -1.71 (nivel producto), con margen unitario de usd 2.51 (45% sobre precio neto); probabilidad de aceptación estimada 75%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 145 contra USD 91 sin oferta (+USD 54). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,64
2026-01,EC,Ecuador,Farmacia Independiente,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02269,43.6,9169.0,72.0,0.8043,0.1098,190.02,150.9,320.06,170.31,149.76,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; 9,169 unidades vencen en menos de 180 días (usd 151 rescatables); el sku aporta el 2.3% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (11%). El 22% maximiza el margen esperado neto: USD 320 contra USD 170 sin oferta (+USD 150). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",7,84
2026-01,MX,México,Distribuidor,B,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,868.0,0.8732,0.0981,2491.36,0.0,2247.03,2076.24,170.79,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 2,247 contra USD 2,076 sin oferta (+USD 171). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
